Year,State Code,State Name,District Code,District Name,Number of Blocks,Number of Clusters,Number of Villages,Total Number of Schools,Total Poulation,0-6 Population,Percentage Urban Population,Sexratio,Sex Ratio 0-6,Decadal Growth Rate,Percentage SC Population,Percentage ST Population,Overall Literacy,Female Literacy
2012-13,23,MADHYA PRADESH                                    ,2338,KATNI                                             ,6,51,939,2265,1291684,188585.86,20.4,948,934,21.38,12.05,24.59,Medium,62.47
2012-13,23,MADHYA PRADESH                                    ,2329,KHANDWA                                           ,7,51,755,1958,1309443,202963.67,19.8,944,931,21.44,11.95,35.05,Medium,56.54
2012-13,23,MADHYA PRADESH                                    ,2327,KHARGONE                                          ,9,99,1208,4098,1872413,293968.84,16,963,931,22.81,11.16,38.98,Low,53.68
2012-13,23,MADHYA PRADESH                                    ,2342,MANDLA                                            ,9,76,1209,2972,1053522,144332.51,12.4,1005,965,17.81,4.59,57.88,Medium,57.2
2012-13,23,MADHYA PRADESH                                    ,2319,MANDSAUR                                          ,5,74,903,2552,1339832,174178.16,20.7,966,921,13.19,18.58,2.47,Medium,58.3
2012-13,23,MADHYA PRADESH                                    ,2302,MORENA                                            ,7,75,813,3334,1965137,298700.82,23.9,839,825,23.38,21.44,0.87,Medium,57.64
2012-13,23,MADHYA PRADESH                                    ,2340,NARSIMHAPUR                                       ,6,55,1031,2023,1092141,139794.05,18.6,917,900,14.04,16.87,13.36,High,67.64
2012-13,23,MADHYA PRADESH                                    ,2318,NEEMUCH                                           ,3,35,766,1660,825958,105722.62,29.7,959,918,13.76,13.46,8.65,Medium,57.25
2012-13,23,MADHYA PRADESH                                    ,2310,PANNA                                             ,5,63,1149,2668,1016028,160532.42,12.3,907,910,18.62,20.46,16.81,Medium,55.55
2012-13,23,MADHYA PRADESH                                    ,2334,RAISEN                                            ,7,71,1405,2967,1331699,203749.95,22.8,899,927,18.36,16.96,15.4,Medium,65.09
2012-13,23,MADHYA PRADESH                                    ,2330,RAJGARH                                           ,6,75,1620,3273,1546541,225794.99,17.9,955,916,23.32,19.13,3.48,Low,49.79
2012-13,23,MADHYA PRADESH                                    ,2320,RATLAM                                            ,6,71,1221,2828,1454483,212354.52,29.9,973,931,19.67,13.65,28.17,Medium,56.45
2012-13,23,MADHYA PRADESH                                    ,2314,REWA                                              ,9,133,1775,5790,2363744,340379.14,16.7,930,883,19.79,16.22,13.19,Medium,62.49
2012-13,23,MADHYA PRADESH                                    ,2311,SAGAR                                             ,11,95,1869,3764,2378295,351987.66,29.8,896,925,17.62,21.09,9.33,High,67.71
2012-13,23,MADHYA PRADESH                                    ,2313,SATNA                                             ,8,99,1848,4560,2228619,320921.14,21.3,927,907,19.17,17.88,14.36,Medium,63.42
2012-13,23,MADHYA PRADESH                                    ,2333,SEHORE                                            ,5,70,1126,2960,1311008,195340.19,18.9,918,906,21.51,20.69,11.1,Medium,58.86
2012-13,23,MADHYA PRADESH                                    ,2344,SEONI                                             ,8,80,1544,3270,1378876,176496.13,11.9,984,954,18.2,9.48,37.69,Medium,64.14
2012-13,23,MADHYA PRADESH                                    ,2316,SHAHDOL                                           ,5,57,867,2545,1064989,154423.41,20.6,968,946,17.27,8.42,44.65,Medium,58.16
2012-13,23,MADHYA PRADESH                                    ,2322,SHAJAPUR                                          ,8,66,1139,3183,1512353,213241.77,19.4,939,913,17.17,23.4,2.5,Medium,56.36
2012-13,23,MADHYA PRADESH                                    ,2301,SHEOPUR                                           ,3,31,596,1379,687952,115575.94,15.6,902,888,22.96,15.76,23.47,Low,44.45
2012-13,23,MADHYA PRADESH                                    ,2306,SHIVPURI                                          ,8,80,1637,3408,1725818,281308.33,17.1,877,889,22.74,18.63,13.2,Low,49.47
2012-13,23,MADHYA PRADESH                                    ,2317,SIDHI                                             ,5,70,942,2713,1126515,189254.52,8.3,952,910,23.66,11.55,27.8,Medium,55.23
2012-13,23,MADHYA PRADESH                                    ,2350,SINGRAULI                                         ,3,60,703,2126,1178132,203816.84,19.3,916,921,28.03,12.79,32.59,Low,49.86
2012-13,23,MADHYA PRADESH                                    ,2308,TIKAMGARH                                         ,6,95,844,2645,1444920,223962.6,17.3,901,886,20.11,25.02,4.7,Low,50.71
2012-13,23,MADHYA PRADESH                                    ,2321,UJJAIN                                            ,7,60,1186,3280,1986597,264217.4,39.2,954,919,16.11,26.37,2.45,Medium,61.4
2012-13,23,MADHYA PRADESH                                    ,2315,UMARIA                                            ,3,33,594,1385,643579,99754.75,17.2,953,946,24.73,9.02,46.64,Medium,56.06
2012-13,23,MADHYA PRADESH                                    ,2331,VIDISHA                                           ,7,74,1422,3065,1458212,230397.5,23.3,897,922,20.03,20.03,4.63,Medium,61.67
2012-13,27,MAHARASHTRA                                       ,2726,AHMADNAGAR                                        ,15,262,1584,4839,4543083,537446.72,20.1,934,839,12.43,12.63,8.33,High,71.15
2012-13,27,MAHARASHTRA                                       ,2705,AKOLA                                             ,8,105,856,1570,1818617,206049.31,39.69,942,900,11.6,20.07,5.53,High,81.91
2012-13,27,MAHARASHTRA                                       ,2707,AMRAVATI                                          ,15,167,1469,2563,2887826,299756.34,35.9,947,927,10.77,17.53,13.99,High,83.52
2012-13,27,MAHARASHTRA                                       ,2719,AURANGABAD (MAHARASHTRA)                          ,11,138,1424,3444,3695928,516690.73,43.74,917,848,27.33,14.57,3.87,High,70.81
2012-13,27,MAHARASHTRA                                       ,2710,BHANDARA                                          ,7,63,752,1231,1198810,122878.03,19.5,984,939,5.52,16.69,7.41,High,77.02
2012-13,27,MAHARASHTRA                                       ,2727,BID                                               ,12,167,1796,3096,2585962,344191.54,19.9,912,801,19.65,13.59,1.27,Medium,62.29
2012-13,27,MAHARASHTRA                                       ,2704,BULDANA                                           ,13,140,1213,2143,2588039,324281.29,21.23,928,842,15.93,18.21,4.83,High,72.95
2012-13,27,MAHARASHTRA                                       ,2713,CHANDRAPUR                                        ,15,140,1537,2276,2194262,223814.72,35.08,959,945,5.95,15.8,17.67,High,73.65
2012-13,27,MAHARASHTRA                                       ,2702,DHULE                                             ,5,89,900,1851,2048781,261424.46,27.91,941,876,19.96,6.22,31.56,Medium,66.21
2012-13,27,MAHARASHTRA                                       ,2712,GADCHIROLI                                        ,12,104,1544,1939,1071795,115110.78,11,975,956,10.46,11.25,38.71,Medium,60.66
2012-13,27,MAHARASHTRA                                       ,2711,GONDIYA                                           ,8,89,976,1491,1322331,136067.86,17.07,996,944,10.13,13.31,16.2,High,77.3
2012-13,27,MAHARASHTRA                                       ,2716,HINGOLI                                           ,5,68,766,1099,1178973,161047.71,15.17,935,868,19.43,15.51,9.51,High,64.73
2012-13,27,MAHARASHTRA                                       ,2703,JALGAON                                           ,16,176,1438,3031,4224442,513692.15,31.8,922,829,14.71,9.2,14.29,High,70.92
2012-13,27,MAHARASHTRA                                       ,2718,JALNA                                             ,8,107,1130,2008,1958483,281434.01,19.26,929,847,21.84,13.9,2.16,Medium,61.28
2012-13,27,MAHARASHTRA                                       ,2734,KOLHAPUR                                          ,13,190,1300,3117,3874015,395149.53,31.75,953,845,9.96,13.02,0.78,High,74.18
2012-13,27,MAHARASHTRA                                       ,2728,LATUR                                             ,12,127,1195,2259,2455543,307679.54,25.47,924,872,18.04,19.6,2.34,High,70.02
2012-13,27,MAHARASHTRA                                       ,2722,MUMBAI (SUBURBAN)                                 ,12,167,40,2318,9332481,877253.21,0,857,910,8.01,6.23,1.12,High,86.93
2012-13,27,MAHARASHTRA                                       ,2723,MUMBAI II                                         ,7,38,29,1194,3145966,262373.56,0,838,874,-5.75,7.13,0.81,High,86.03
2012-13,27,MAHARASHTRA                                       ,2709,NAGPUR                                            ,18,202,1796,3596,4653171,481603.2,68.3,948,926,14.39,18.65,9.4,High,85.07
2012-13,27,MAHARASHTRA                                       ,2715,NANDED                                            ,17,180,1642,3287,3356566,444409.34,27.23,937,897,16.7,19.06,8.38,High,66.68
2012-13,27,MAHARASHTRA                                       ,2701,NANDURBAR                                         ,6,95,1209,1959,1646177,231287.87,16.72,972,932,25.5,2.91,69.28,Low,53.9
2012-13,27,MAHARASHTRA                                       ,2720,NASHIK                                            ,18,288,2037,4823,6109052,805173.05,42.53,931,882,22.33,9.08,25.62,High,73.43
2012-13,27,MAHARASHTRA                                       ,2729,OSMANABAD                                         ,8,81,764,1524,1660311,199569.38,16.96,920,853,11.69,16,2.17,High,66.67
2012-13,27,MAHARASHTRA                                       ,2717,PARBHANI                                          ,10,88,874,1706,1835982,251896.73,31.04,940,866,20.18,13.47,2.21,High,64.27
2012-13,27,MAHARASHTRA                                       ,2725,PUNE                                              ,20,387,1921,6240,9426959,1067131.76,60.89,910,873,30.34,12.52,3.7,High,81.13
2012-13,27,MAHARASHTRA                                       ,2724,RAIGARH (MAHARASHTRA)                             ,15,237,1791,3558,2635394,290420.42,36.91,955,924,19.36,5.12,11.58,High,76.79
2012-13,27,MAHARASHTRA                                       ,2732,RATNAGIRI                                         ,9,256,1462,3088,1612672,149494.69,16.35,1123,940,-4.96,4.15,1.26,High,74.55
2012-13,27,MAHARASHTRA                                       ,2735,SANGLI                                            ,11,150,772,2595,2820575,295032.15,25.51,964,862,9.18,12.51,0.65,High,74.66
2012-13,27,MAHARASHTRA                                       ,2731,SATARA                                            ,11,227,2044,3585,3003922,307601.61,18.98,986,881,6.94,10.76,0.99,High,76.29
2012-13,27,MAHARASHTRA                                       ,2733,SINDHUDURG                                        ,8,144,701,1682,848868,68673.42,12.6,1037,910,-2.3,6.54,0.82,High,79.73
2012-13,27,MAHARASHTRA                                       ,2730,SOLAPUR                                           ,13,231,1209,4255,4315527,519589.45,32.4,932,872,12.1,15.05,1.8,High,68.55
2012-13,27,MAHARASHTRA                                       ,2721,THANE                                             ,20,346,2202,6312,11054131,1256854.69,76.92,880,918,35.94,6.6,13.95,High,80.78
2012-13,27,MAHARASHTRA                                       ,2708,WARDHA                                            ,8,93,877,1381,1296157,124560.69,32.47,946,916,4.8,14.52,11.49,High,81.89
2012-13,27,MAHARASHTRA                                       ,2706,WASHIM                                            ,6,74,683,1195,1196714,147435.16,17.69,926,859,17.23,19.17,6.72,High,72.26
2012-13,27,MAHARASHTRA                                       ,2714,YAVATMAL                                          ,16,191,1758,2980,2775457,320565.28,21.59,947,915,12.9,11.85,18.54,High,72.41
2012-13,14,MANIPUR                                           ,1404,BISHNUPUR                                         ,2,10,108,348,240363,29829.05,36.73,1000,1000,15.36,9.32,1.39,High,67.29
2012-13,14,MANIPUR                                           ,1409,CHANDEL                                           ,4,15,313,347,144028,16491.21,11.74,932,932,21.72,0.38,88.97,Medium,63.26
2012-13,14,MANIPUR                                           ,1403,CHURACHANDPUR                                     ,6,19,410,573,271274,34478.93,6.4,969,969,19.03,0.16,92.94,High,80.13
2012-13,14,MANIPUR                                           ,1407,IMPHAL EAST                                       ,3,23,216,640,452661,60747.11,40.28,1011,1011,14.63,3.47,6.06,High,75.92
2012-13,14,MANIPUR                                           ,1406,IMPHAL WEST                                       ,3,44,185,574,514683,58262.12,61.9,1029,1029,15.82,3.19,4.66,High,80.71
2012-13,14,MANIPUR                                           ,1401,SENAPATI                                          ,6,30,503,818,354972,45436.42,2.1,939,939,25.16,0.37,79.76,Medium,68.8
2012-13,14,MANIPUR                                           ,1402,TAMENGLONG                                        ,4,32,243,374,140143,18078.45,11.22,953,953,25.69,0.02,95.72,Medium,63.76
2012-13,14,MANIPUR                                           ,1405,THOUBAL                                           ,2,12,144,555,420517,66946.31,35.48,1006,1006,15.48,9.62,0.43,High,67.57
2012-13,14,MANIPUR                                           ,1408,UKHRUL                                            ,5,40,245,426,183115,22962.62,14.32,948,948,30.07,0.14,94.35,High,77.47
2012-13,17,MEGHALAYA                                         ,1702,EAST GARO HILLS                                   ,5,77,1019,1486,317618,57075.95,13.93,968,975,26.75,0.16,95.99,High,71.32
2012-13,17,MEGHALAYA                                         ,1706,EAST KHASI HILLS                                  ,9,106,836,2374,824059,134404.02,44.42,1008,961,24.68,0.68,80.05,High,84.15
2012-13,17,MEGHALAYA                                         ,1707,JAINTIA HILLS                                     ,5,82,470,1672,392852,86663.15,7.25,1008,969,31.34,0.33,95.19,Low,66.71
2012-13,17,MEGHALAYA                                         ,1705,RI BHOI                                           ,3,52,565,1093,258380,51546.81,9.74,951,956,34.02,0.23,88.89,High,75.85
2012-13,17,MEGHALAYA                                         ,1703,SOUTH GARO HILLS                                  ,4,50,643,1004,142574,27402.72,9.15,944,973,41.19,0.22,94.31,Medium,67.72
2012-13,17,MEGHALAYA                                         ,1701,WEST GARO HILLS                                   ,9,60,1505,2701,642923,112125.77,11.68,979,980,24.02,1.37,73.69,Medium,63.34
2012-13,17,MEGHALAYA                                         ,1704,WEST KHASI HILLS                                  ,6,111,1069,2548,385601,86644.54,11.15,981,975,30.25,0.04,97.82,High,78.3
2012-13,15,MIZORAM                                           ,1503,AIZAWL                                            ,11,53,179,710,404054,52324.99,77.42,1009,984,24.07,0.16,93.31,High,98
2012-13,15,MIZORAM                                           ,1504,CHAMPHAI                                          ,4,23,107,348,125370,22065.12,38.46,981,976,15.66,0.01,98.19,High,92.2
2012-13,15,MIZORAM                                           ,1502,KOLASIB                                           ,3,10,44,231,83054,12707.26,56.22,956,987,25.92,0.1,87.68,High,93.53
2012-13,15,MIZORAM                                           ,1507,LAWNGTLAI                                         ,5,19,156,428,117444,21797.61,17.79,945,965,59.53,0.12,95.3,Medium,57.62
2012-13,15,MIZORAM                                           ,1506,LUNGLEI                                           ,4,25,136,660,154094,23591.79,39.9,944,965,12.29,0.11,95.11,High,85.85
2012-13,15,MIZORAM                                           ,1501,MAMIT                                             ,4,17,80,278,85757,14818.81,17.27,924,979,36.59,0.06,95.04,High,81.37
2012-13,15,MIZORAM                                           ,1508,SAIHA                                             ,2,11,70,182,56366,9153.84,44.47,978,937,-7.68,0.15,96.59,High,85.8
2012-13,15,MIZORAM                                           ,1505,SERCHHIP                                          ,3,12,45,182,64875,9082.5,49.3,976,926,20.45,0.05,96.85,High,98.28
2012-13,13,NAGALAND                                          ,1306,DIMAPUR                                           ,5,34,284,564,379769,48306.62,51.95,916,968,23.23,0,59.13,High,82.54
2012-13,13,NAGALAND                                          ,1310,KIPHIRE                                           ,3,3,95,163,50593,8944.84,15.04,903,882,-58.39,0,96.52,Medium,70.35
2012-13,13,NAGALAND                                          ,1307,KOHIMA                                            ,6,6,123,346,270063,35216.22,45.6,927,978,22.66,0,83.86,High,81.56
2012-13,13,NAGALAND                                          ,1309,LONGLENG                                          ,2,3,38,138,74033,14377.21,22.28,961,955,-30.54,0,96.3,Medium,65.44
2012-13,13,NAGALAND                                          ,1303,MOKOKCHUNG                                        ,6,6,125,349,193171,19780.71,28.81,927,954,-16.77,0,91.68,High,91.74
2012-13,13,NAGALAND                                          ,1301,MON                                               ,5,5,142,369,250671,39505.75,13.85,898,900,-3.83,0,95.22,Low,52.39
2012-13,13,NAGALAND                                          ,1311,PEREN                                             ,3,3,106,200,94954,17965.3,15.59,917,940,4.61,0,88.47,High,73.57
2012-13,13,NAGALAND                                          ,1308,PHEK                                              ,4,5,109,290,163294,28053.91,15.07,951,915,10.19,0,96.16,High,73.5
2012-13,13,NAGALAND                                          ,1302,TUENSANG                                          ,5,5,130,275,196801,34833.78,18.72,930,935,5.81,0,97.11,Medium,70.4
2012-13,13,NAGALAND                                          ,1305,WOKHA                                             ,3,45,142,275,166239,19666.07,21.05,969,970,3.11,0,94.16,High,84.58
2012-13,13,NAGALAND                                          ,1304,ZUNHEBOTO                                         ,5,5,207,390,141014,20376.52,19.58,981,955,-8.79,0,97.02,High,83.61
2012-13,21,ORISSA                                            ,2115,ANGUL                                             ,11,136,1206,1906,1271703,145737.16,16.23,942,884,11.55,18.81,14.1,High,70.44
2012-13,21,ORISSA                                            ,2108,BALASORE                                          ,16,207,1794,3314,2317419,274382.41,10.92,957,941,14.47,20.62,11.88,High,72.95
2012-13,21,ORISSA                                            ,2101,BARGARH                                           ,15,157,1187,2118,,,,,,,,,,
2012-13,21,ORISSA                                            ,2109,BHADRAK                                           ,9,123,1088,2227,439917,59080.85,12.33,991,975,17.82,22.23,2.02,Medium,60.44
2012-13,21,ORISSA                                            ,2124,BOLANGIR                                          ,18,197,1776,2642,1648574,206896.04,11.96,983,951,23.29,17.88,21.05,Medium,53.77
2012-13,21,ORISSA                                            ,2122,BOUDH                                             ,4,52,766,909,1506522,176865.68,4.65,981,931,12.95,23.79,12.55,High,76.49
2012-13,21,ORISSA                                            ,2112,CUTTACK                                           ,19,263,1499,3045,2618708,251134.1,27.94,955,913,11.86,19,3.57,High,77.64
2012-13,21,ORISSA                                            ,2104,DEOGARH                                           ,4,51,497,737,312164,38614.69,7.61,976,917,13.88,16.68,35.33,Medium,63.36
2012-13,21,ORISSA                                            ,2114,DHENKANAL                                         ,11,138,913,1878,1192948,132655.82,9.83,947,870,11.82,19.62,13.59,High,71.4
2012-13,21,ORISSA                                            ,2120,GAJAPATI                                          ,9,170,1125,1514,575880,82753.96,12.25,1042,964,10.99,6.78,54.29,Low,43.59
2012-13,21,ORISSA                                            ,2119,GANJAM                                            ,40,345,2426,4290,3520151,397777.06,21.78,981,899,11.37,19.5,3.37,Medium,61.84
2012-13,21,ORISSA                                            ,2111,JAGATSINGHPUR                                     ,11,140,1041,1892,1136604,103544.62,10.2,967,929,7.47,21.83,0.69,High,80.88
2012-13,21,ORISSA                                            ,2113,JAJPUR                                            ,12,160,1445,2781,1826275,207282.21,7.39,972,921,12.43,23.72,8.29,High,73.37
2012-13,21,ORISSA                                            ,2102,JHARSUGUDA                                        ,8,60,388,921,,,,,,,,,,
2012-13,21,ORISSA                                            ,2126,KALAHANDI                                         ,16,214,1599,2758,1573054,214092.65,7.75,1003,947,17.79,18.17,28.5,Low,47.27
2012-13,21,ORISSA                                            ,2121,KANDHAMAL                                         ,14,159,1546,2090,731952,106352.63,9.86,1037,960,12.92,15.76,53.58,Medium,52.46
2012-13,21,ORISSA                                            ,2110,KENDRAPARA                                        ,11,154,1246,2364,1439891,153492.38,5.8,1006,921,10.59,21.51,0.66,High,79.51
2012-13,21,ORISSA                                            ,2106,KEONJHAR                                          ,17,190,1828,3190,1802777,253470.45,14.04,987,957,15.42,11.62,45.45,Medium,58.7
2012-13,21,ORISSA                                            ,2117,KHORDHA                                           ,15,247,1048,2225,2246341,222163.12,48.11,925,910,19.65,13.21,5.11,High,82.06
2012-13,21,ORISSA                                            ,2129,KORAPUT                                           ,18,162,1529,2685,1376934,215490.17,16.37,1031,970,16.63,14.25,50.56,Low,38.92
2012-13,21,ORISSA                                            ,2130,MALKANGIRI                                        ,9,110,793,1463,612727,105634.13,7.97,1016,979,21.53,22.55,57.83,Low,38.95
2012-13,21,ORISSA                                            ,2107,MAYURBHANJ                                        ,30,411,3219,4856,2513895,337867.49,7.67,1005,952,13.06,7.33,58.72,Low,53.18
2012-13,21,ORISSA                                            ,2128,NABARANGPUR                                       ,12,171,870,2003,1218762,201948.86,7.2,1018,988,18.81,14.53,55.79,Low,37.22
2012-13,21,ORISSA                                            ,2116,NAYAGARH                                          ,10,99,1010,1434,962215,101321.24,8.29,916,851,11.3,14.17,6.1,High,71.08
2012-13,21,ORISSA                                            ,2125,NUAPADA                                           ,7,87,622,1227,606490,84908.6,5.61,1020,971,14.28,13.46,33.8,Low,45.21
2012-13,21,ORISSA                                            ,2118,PURI                                              ,15,189,1287,2494,1697983,164364.75,15.63,963,924,13,19.14,0.36,High,78.67
2012-13,21,ORISSA                                            ,2127,RAYAGADA                                          ,14,195,1749,2265,961959,141119.39,15.36,1048,955,15.74,14.41,55.99,Low,39.87
2012-13,21,ORISSA                                            ,2103,SAMBALPUR                                         ,14,149,1000,1718,,,,,,,,,,
2012-13,21,ORISSA                                            ,2123,SONEPUR                                           ,9,84,750,1140,652107,76557.36,7.66,959,947,20.35,25.6,9.37,Medium,63.63
2012-13,21,ORISSA                                            ,2105,SUNDERGARH                                        ,21,224,1605,3185,2080664,249055.48,35.5,971,937,13.66,9.16,50.75,Medium,65.93
2012-13,34,PUDUCHERRY                                        ,3404,KARAIKAL                                          ,1,6,39,161,200314,200314,49.01,1048,963,17.29,17.65,0,High,82.61
2012-13,34,PUDUCHERRY                                        ,3403,MAHE                                              ,1,1,6,31,41934,41934,100,1176,959,13.86,0.34,0,High,97.61
2012-13,34,PUDUCHERRY                                        ,3402,PONDICHERRY                                       ,3,15,98,485,946600,946600,69.13,1031,969,28.73,16.04,0,High,80.4
2012-13,34,PUDUCHERRY                                        ,3401,YANAM                                             ,1,2,6,32,55616,55616,100,1039,917,77.15,15.15,0,High,77.07
2012-13,3,PUNJAB                                            ,302,AMRITSAR                                          ,9,138,832,2255,2490891,266525.34,55.17,884,824,15.48,30.95,0,High,72.75
2012-13,3,PUNJAB                                            ,320,BARNALA                                           ,3,21,200,507,596294,62968.65,31.97,876,847,13.16,32.24,0,Medium,64.14
2012-13,3,PUNJAB                                            ,314,BATHINDA                                          ,8,45,400,1116,1388859,145413.54,35.99,865,854,17.37,32.44,0,Medium,62.92
2012-13,3,PUNJAB                                            ,313,FARIDKOT                                          ,2,30,240,582,618008,66683.06,35.2,889,851,12.18,38.92,0,Medium,64.82
2012-13,3,PUNJAB                                            ,308,FATEHGARH SAHIB                                   ,5,54,474,859,599814,60761.16,30.87,871,843,11.39,32.07,0,High,75.53
2012-13,3,PUNJAB                                            ,321,Fazilka                                           ,4,56,450,1064,,,,,,,,,,
2012-13,3,PUNJAB                                            ,311,FIROZPUR                                          ,6,78,703,1164,2026831,241395.57,27.25,893,846,16.08,,,Medium,62.24
2012-13,3,PUNJAB                                            ,301,GURDASPUR                                         ,11,167,1149,2217,2299026,240937.92,28.5,895,824,9.3,25.26,0,High,75.73
2012-13,3,PUNJAB                                            ,305,HOSHIARPUR                                        ,10,161,1296,2401,1582793,162394.56,21.15,962,859,6.85,35.14,0,High,80.78
2012-13,3,PUNJAB                                            ,304,JALANDHAR                                         ,10,154,1007,2393,2181753,213375.44,53.18,913,874,11.16,38.95,0,High,78.31
2012-13,3,PUNJAB                                            ,303,KAPURTHALA                                        ,5,69,555,1133,817668,82666.23,34.9,912,872,8.37,33.95,0,High,75.36
2012-13,3,PUNJAB                                            ,309,LUDHIANA                                          ,12,135,1027,2825,3487882,363088.52,59.14,869,865,15,26.39,0,High,78.16
2012-13,3,PUNJAB                                            ,315,MANSA                                             ,5,44,294,732,768808,81493.65,21.26,880,831,11.62,33.63,0,Low,56.41
2012-13,3,PUNJAB                                            ,310,MOGA                                              ,5,47,347,901,992289,102602.68,22.55,893,863,10.9,36.5,0,Medium,67.41
2012-13,3,PUNJAB                                            ,318,MOHALI                                            ,3,63,497,1054,986147,109265.09,26.02,878,842,32.02,21.74,0,High,80.01
2012-13,3,PUNJAB                                            ,312,MUKTSAR                                           ,4,38,294,854,902702,102005.33,27.99,895,830,16.1,42.31,0,Medium,60.03
2012-13,3,PUNJAB                                            ,306,NAWANSHAHR                                        ,5,60,467,893,614362,60514.66,20.43,954,879,4.58,42.51,0,High,74.28
2012-13,3,PUNJAB                                            ,322,PATHANKOT                                         ,5,52,395,836,,,,,,,,,,
2012-13,3,PUNJAB                                            ,317,PATIALA                                           ,8,127,1012,2132,1892282,204934.14,53.64,888,835,19.4,24.55,0,High,70.47
2012-13,3,PUNJAB                                            ,307,RUPNAGAR                                          ,5,60,551,1081,683349,69564.93,12.63,913,866,8.67,26.42,0,High,77.17
2012-13,3,PUNJAB                                            ,316,SANGRUR                                           ,9,94,704,1633,1654408,175036.37,40.27,883,835,12.3,27.89,0,Medium,62.86
2012-13,3,PUNJAB                                            ,319,TARAN TARAN                                       ,8,60,539,1201,1120070,129816.11,31.24,898,819,19.28,33.71,0,Medium,62.88
2012-13,8,RAJASTHAN                                         ,821,AJMER                                             ,9,314,1228,3401,2584913,374812.39,40.09,950,893,18.48,18.51,2.46,Medium,56.42
2012-13,8,RAJASTHAN                                         ,806,ALWAR                                             ,14,513,1991,5594,3671999,580543.04,17.82,894,861,22.7,17.77,7.87,Medium,56.78
2012-13,8,RAJASTHAN                                         ,828,BANSWARA                                          ,8,326,1466,3570,1798194,321337.27,7.11,979,925,26.58,4.46,76.38,Low,43.47
2012-13,8,RAJASTHAN                                         ,831,BARAN                                             ,7,222,1115,2306,1223921,179549.21,20.79,926,902,19.8,18.09,22.64,Medium,52.48
2012-13,8,RAJASTHAN                                         ,817,BARMER                                            ,8,393,1929,5942,2604453,499273.64,7,900,899,32.55,16.76,6.77,Low,41.03
2012-13,8,RAJASTHAN                                         ,807,BHARATPUR                                         ,9,395,1458,3783,2549121,430801.45,19.41,877,863,21.32,21.87,2.12,Medium,54.63
2012-13,8,RAJASTHAN                                         ,824,BHILWARA                                          ,11,408,1861,4477,2410459,356265.84,21.29,969,916,19.7,16.94,9.52,Low,47.93
2012-13,8,RAJASTHAN                                         ,803,BIKANER                                           ,6,246,860,3352,2367745,394466.32,33.95,903,902,41.42,20.88,0.33,Medium,53.77
2012-13,8,RAJASTHAN                                         ,823,BUNDI                                             ,5,199,937,2093,1113725,158037.58,19.94,922,886,15.7,18.97,20.57,Low,47
2012-13,8,RAJASTHAN                                         ,829,CHITTAURGARH                                      ,11,303,1493,2698,1544392,209419.56,18.47,970,903,16.09,16.2,13.05,Low,46.98
2012-13,8,RAJASTHAN                                         ,804,CHURU                                             ,6,285,1002,2977,2041172,313932.25,28.24,938,896,6.1,22.15,0.55,Medium,54.25
2012-13,8,RAJASTHAN                                         ,811,Dausa                                             ,5,238,1006,2676,1637226,256880.76,12.38,904,859,24.31,21.68,26.51,Medium,52.33
2012-13,8,RAJASTHAN                                         ,808,DHAULPUR                                          ,4,176,835,1957,1207293,215622.53,20.51,845,854,22.78,20.36,4.86,Medium,55.45
2012-13,8,RAJASTHAN                                         ,827,DUNGARPUR                                         ,5,245,980,2860,1388906,239586.29,6.39,990,916,25.39,3.76,70.83,Low,46.98
2012-13,8,RAJASTHAN                                         ,801,GANGANAGAR                                        ,9,343,1850,3391,1969520,252295.51,27.2,887,854,10.06,36.59,0.68,Medium,60.07
2012-13,8,RAJASTHAN                                         ,802,HANUMANGARH                                       ,7,287,1000,2369,1779650,232956.19,19.71,906,869,17.24,27.85,0.81,Medium,56.91
2012-13,8,RAJASTHAN                                         ,812,JAIPUR                                            ,17,566,2248,8788,6663971,914296.82,52.51,909,859,26.91,15.14,7.97,High,64.63
2012-13,8,RAJASTHAN                                         ,816,JAISALMER                                         ,3,145,558,1662,672008,130369.55,13.28,849,868,32.22,14.8,6.33,Low,40.23
2012-13,8,RAJASTHAN                                         ,818,JALOR                                             ,8,283,776,3018,1830151,313870.9,8.3,951,891,26.31,19.53,9.77,Low,38.73
2012-13,8,RAJASTHAN                                         ,832,JHALAWAR                                          ,6,257,1507,2383,1411327,204077.88,16.26,945,905,19.57,17.26,12.91,Low,47.06
2012-13,8,RAJASTHAN                                         ,805,JHUNJHUNUN                                        ,8,318,1063,3564,2139658,285430.38,22.91,950,831,11.81,16.88,1.95,Medium,61.15
2012-13,8,RAJASTHAN                                         ,815,JODHPUR                                           ,11,409,1720,5911,3685681,593026.07,34.3,915,890,27.69,16.49,3.23,Medium,52.57
2012-13,8,RAJASTHAN                                         ,809,KARAULI                                           ,5,234,782,2571,1458459,239478.97,14.99,858,844,20.57,24.31,22.28,Medium,49.18
2012-13,8,RAJASTHAN                                         ,830,KOTA                                              ,6,218,877,2570,1950491,248492.55,60.3,906,889,24.35,20.78,9.42,High,66.32
2012-13,8,RAJASTHAN                                         ,814,NAGAUR                                            ,11,487,1637,5374,3309234,498701.56,19.17,948,888,19.25,21.16,0.32,Low,48.63
2012-13,8,RAJASTHAN                                         ,820,PALI                                              ,10,359,1136,3251,2038533,292937.19,22.56,987,895,11.99,19.54,7.1,Low,48.35
